"Block","Trial","PatternType","LeftCoh","RightCoh","Response","RT","Acc","SessionDate","ParticipantID","Coh","Run","DegPSec"
1,1,"linear",0.1,0,"L",5.7616,"TRUE",2014-12-01,6,0.1,2,2
1,2,"linear",0.2,0,"L",1.8204,"TRUE",2014-12-01,6,0.2,2,2
1,3,"radial",0.2,0,"L",2.0018,"TRUE",2014-12-01,6,0.2,2,2
1,4,"linear",0.05,0,"R",4.4573,"FALSE",2014-12-01,6,0.05,2,2
1,5,"linear",0,0.2,"R",2.7213,"TRUE",2014-12-01,6,0.2,2,2
1,6,"radial",0,0.05,"L",6.7558,"FALSE",2014-12-01,6,0.05,2,2
1,7,"radial",0,0.2,"R",2.1873,"TRUE",2014-12-01,6,0.2,2,2
1,8,"linear",0,0.15,"R",2.152,"TRUE",2014-12-01,6,0.15,2,2
1,9,"radial",0,0.15,"R",3.4528,"TRUE",2014-12-01,6,0.15,2,2
1,10,"linear",0,0.1,"R",4.7376,"TRUE",2014-12-01,6,0.1,2,2
1,11,"radial",0.05,0,"L",3.1862,"TRUE",2014-12-01,6,0.05,2,2
1,12,"linear",0,0.05,"R",4.9545,"TRUE",2014-12-01,6,0.05,2,2
1,13,"radial",0.15,0,"L",2.0852,"TRUE",2014-12-01,6,0.15,2,2
1,14,"linear",0.15,0,"L",2.6584,"TRUE",2014-12-01,6,0.15,2,2
1,15,"radial",0,0.1,"R",1.7851,"TRUE",2014-12-01,6,0.1,2,2
1,16,"radial",0.1,0,"L",2.4521,"TRUE",2014-12-01,6,0.1,2,2
2,1,"radial",0.2,0,"L",1.0224,"TRUE",2014-12-01,6,0.2,2,2
2,2,"linear",0.1,0,"L",3.2362,"TRUE",2014-12-01,6,0.1,2,2
2,3,"linear",0.2,0,"L",1.127,"TRUE",2014-12-01,6,0.2,2,2
2,4,"linear",0.05,0,"L",4.5375,"TRUE",2014-12-01,6,0.05,2,2
2,5,"linear",0,0.2,"L",3.8451,"FALSE",2014-12-01,6,0.2,2,2
2,6,"radial",0,0.05,"L",5.221,"FALSE",2014-12-01,6,0.05,2,2
2,7,"radial",0,0.2,"R",1.1677,"TRUE",2014-12-01,6,0.2,2,2
2,8,"linear",0,0.15,"R",2.2683,"TRUE",2014-12-01,6,0.15,2,2
2,9,"linear",0,0.1,"R",2.2019,"TRUE",2014-12-01,6,0.1,2,2
2,10,"radial",0,0.15,"R",1.201,"TRUE",2014-12-01,6,0.15,2,2
2,11,"radial",0.05,0,"L",3.2865,"TRUE",2014-12-01,6,0.05,2,2
2,12,"radial",0.15,0,"L",1.6512,"TRUE",2014-12-01,6,0.15,2,2
2,13,"linear",0,0.05,"R",5.3545,"TRUE",2014-12-01,6,0.05,2,2
2,14,"radial",0,0.1,"R",3.7867,"TRUE",2014-12-01,6,0.1,2,2
2,15,"radial",0.1,0,"L",4.1873,"TRUE",2014-12-01,6,0.1,2,2
2,16,"linear",0.15,0,"R",2.0352,"FALSE",2014-12-01,6,0.15,2,2
3,1,"radial",0.2,0,"L",1.2346,"TRUE",2014-12-01,6,0.2,2,2
3,2,"radial",0,0.05,"L",5.8047,"FALSE",2014-12-01,6,0.05,2,2
3,3,"radial",0,0.2,"R",1.151,"TRUE",2014-12-01,6,0.2,2,2
3,4,"radial",0,0.15,"R",3.1193,"TRUE",2014-12-01,6,0.15,2,2
3,5,"linear",0.1,0,"R",2.3187,"FALSE",2014-12-01,6,0.1,2,2
3,6,"linear",0.2,0,"L",2.8359,"TRUE",2014-12-01,6,0.2,2,2
3,7,"linear",0.05,0,"R",3.2197,"FALSE",2014-12-01,6,0.05,2,2
3,8,"linear",0,0.2,"R",2.202,"TRUE",2014-12-01,6,0.2,2,2
3,9,"linear",0,0.15,"R",3.5366,"TRUE",2014-12-01,6,0.15,2,2
3,10,"radial",0.05,0,"L",6.0386,"TRUE",2014-12-01,6,0.05,2,2
3,11,"radial",0.15,0,"L",2.0851,"TRUE",2014-12-01,6,0.15,2,2
