Block,Trial,PatternType,LeftCoh,RightCoh,Response,RT,Acc
1,1,linear,0.1,0,R,9.6475,FALSE
1,2,linear,0.2,0,L,8.7408,TRUE
1,3,radial,0.2,0, ,0,0
1,4,linear,0.05,0,R,4.3872,FALSE
1,5,linear,0,0.2,L,7.3289,FALSE
1,6,radial,0,0.05,L,6.6725,FALSE
1,7,radial,0,0.2,R,2.4855,TRUE
1,8,linear,0,0.15,R,6.5053,TRUE
1,9,radial,0,0.15,R,3.4527,TRUE
1,10,linear,0,0.1,L,5.1876,FALSE
1,11,radial,0.05,0,R,6.2552,FALSE
1,12,linear,0,0.05,L,7.3895,FALSE
1,13,radial,0.15,0,L,4.4201,TRUE
1,14,linear,0.15,0,R,4.7041,FALSE
1,15,radial,0,0.1,R,3.5197,TRUE
1,16,radial,0.1,0,R,6.4555,FALSE
2,1,radial,0.2,0,L,1.5849,TRUE
2,2,linear,0.1,0,L,3.6727,TRUE
2,3,linear,0.2,0,R,3.8031,FALSE
2,4,linear,0.05,0,L,6.1219,TRUE
2,5,linear,0,0.2,R,1.7518,TRUE
2,6,radial,0,0.05,L,2.8691,FALSE
2,7,radial,0,0.2,R,2.6872,TRUE
2,8,linear,0,0.15,L,5.5216,FALSE
2,9,linear,0,0.1,R,4.354,TRUE
2,10,radial,0,0.15,R,2.0186,TRUE
2,11,radial,0.05,0,R,6.5553,FALSE
2,12,radial,0.15,0,L,1.5515,TRUE
2,13,linear,0,0.05,R,5.1042,TRUE
2,14,radial,0,0.1,R,1.7014,TRUE
2,15,radial,0.1,0,R,7.2227,FALSE
2,16,linear,0.15,0,L,4.2205,TRUE
3,1,radial,0.2,0,L,3.2196,TRUE
3,2,radial,0,0.05,L,5.5552,FALSE
3,3,radial,0,0.2,R,2.085,TRUE
3,4,radial,0,0.15,R,1.3115,TRUE
3,5,linear,0.1,0,R,2.719,FALSE
3,6,linear,0.2,0,L,3.353,TRUE
3,7,linear,0.05,0,L,4.5537,TRUE
3,8,linear,0,0.2,R,2.2031,TRUE
3,9,linear,0,0.15,R,2.7229,TRUE
3,10,radial,0.05,0,L,6.8439,TRUE
3,11,radial,0.15,0,L,4.8545,TRUE
3,12,radial,0,0.1,L,2.4855,FALSE
3,13,radial,0.1,0,L,4.5925,TRUE
3,14,linear,0,0.1,R,2.5522,TRUE
3,15,linear,0,0.05,R,5.9382,TRUE
3,16,linear,0.15,0,L,3.4529,TRUE
4,1,linear,0.1,0,L,4.4203,TRUE
4,2,radial,0.2,0,L,1.4847,TRUE
4,3,radial,0,0.05,R,3.536,TRUE
4,4,linear,0.2,0,L,3.7554,TRUE
4,5,linear,0.05,0,L,5.9886,TRUE
4,6,radial,0,0.2,R,1.5181,TRUE
4,7,radial,0,0.15,R,1.3846,TRUE
4,8,linear,0,0.2,R,1.2846,TRUE
4,9,linear,0,0.15,R,1.2844,TRUE
4,10,linear,0,0.1,R,4.0536,TRUE
4,11,radial,0.05,0,L,2.6691,TRUE
4,12,linear,0,0.05,R,5.0213,TRUE
4,13,radial,0.15,0,L,3.9779,TRUE
4,14,linear,0.15,0,L,6.1219,TRUE
4,15,radial,0,0.1,R,4.5707,TRUE
4,16,radial,0.1,0,R,2.1211,FALSE
5,1,radial,0.2,0,L,2.5356,TRUE
5,2,linear,0.1,0,L,4.4871,TRUE
5,3,linear,0.2,0,L,1.6847,TRUE
5,4,radial,0,0.05,L,3.453,FALSE
5,5,radial,0,0.2,R,0.88565,TRUE
5,6,linear,0.05,0,L,4.4039,TRUE
5,7,linear,0,0.2,R,1.7351,TRUE
5,8,radial,0,0.15,R,1.2177,TRUE
5,9,radial,0.05,0,L,6.1741,TRUE
5,10,radial,0.15,0,L,2.828,TRUE
5,11,radial,0,0.1,R,5.4886,TRUE
5,12,radial,0.1,0,R,1.5347,FALSE
5,13,linear,0,0.15,R,2.0051,TRUE
5,14,linear,0,0.1,R,5.5882,TRUE
5,15,linear,0,0.05,R,3.895,TRUE
5,16,linear,0.15,0,L,2.0351,TRUE
