Block,Trial,PatternType,LeftCoh,RightCoh,Response,RT,Acc
1,1,linear,0.1,0,L,6.8559,TRUE
1,2,linear,0.2,0,R,2.1852,FALSE
1,3,radial,0.2,0,L,2.3256,TRUE
1,4,linear,0.05,0,L,2.8189,TRUE
1,5,linear,0,0.2,L,4.4208,FALSE
1,6,radial,0,0.05,R,6.1888,TRUE
1,7,radial,0,0.2,R,2.8694,TRUE
1,8,linear,0,0.15,L,2.4189,FALSE
1,9,radial,0,0.15,R,2.0743,TRUE
1,10,linear,0,0.1,L,2.1684,FALSE
1,11,radial,0.05,0,R,7.3729,FALSE
1,12,linear,0,0.05,L,1.2237,FALSE
1,13,radial,0.15,0,L,2.3186,TRUE
1,14,linear,0.15,0,L,3.1696,TRUE
1,15,radial,0,0.1,L,5.8547,FALSE
1,16,radial,0.1,0,R,1.9685,FALSE
2,1,radial,0.2,0,L,2.6525,TRUE
2,2,linear,0.1,0,R,5.3547,FALSE
2,3,linear,0.2,0,L,2.2789,TRUE
2,4,linear,0.05,0,R,7.1747,FALSE
2,5,linear,0,0.2,R,1.8521,TRUE
2,6,radial,0,0.05,L,3.5697,FALSE
2,7,radial,0,0.2,R,1.3766,TRUE
2,8,linear,0,0.15,R,3.4693,TRUE
2,9,linear,0,0.1,R,2.7192,TRUE
2,10,radial,0,0.15,R,1.1512,TRUE
2,11,radial,0.05,0,R,1.7515,FALSE
2,12,radial,0.15,0,R,2.0021,FALSE
2,13,linear,0,0.05,R,3.5197,TRUE
2,14,radial,0,0.1,R,4.7082,TRUE
2,15,radial,0.1,0,L,3.3362,TRUE
2,16,linear,0.15,0,L,2.769,TRUE
3,1,radial,0.2,0,L,0.91771,TRUE
3,2,radial,0,0.05,R,2.7358,TRUE
3,3,radial,0,0.2,R,1.2847,TRUE
3,4,radial,0,0.15,R,2.4025,TRUE
3,5,linear,0.1,0,L,2.1854,TRUE
3,6,linear,0.2,0,L,2.2911,TRUE
3,7,linear,0.05,0,L,4.7284,TRUE
3,8,linear,0,0.2,R,1.4528,TRUE
3,9,linear,0,0.15,R,0.93436,TRUE
3,10,radial,0.05,0,L,3.6031,TRUE
3,11,radial,0.15,0,L,0.91754,TRUE
3,12,radial,0,0.1,R,3.5865,TRUE
3,13,radial,0.1,0,R,2.5615,FALSE
3,14,linear,0,0.1,R,3.3198,TRUE
3,15,linear,0,0.05,L,5.8071,FALSE
3,16,linear,0.15,0,L,2.4863,TRUE
4,1,linear,0.1,0,L,2.2017,TRUE
4,2,radial,0.2,0,L,1.2688,TRUE
4,3,radial,0,0.05,R,5.523,TRUE
4,4,linear,0.2,0,L,1.1845,TRUE
4,5,linear,0.05,0,L,4.9248,TRUE
4,6,radial,0,0.2,R,0.95088,TRUE
4,7,radial,0,0.15,R,1.451,TRUE
4,8,linear,0,0.2,R,0.91755,TRUE
4,9,linear,0,0.15,R,2.3018,TRUE
4,10,linear,0,0.1,R,6.4558,TRUE
4,11,radial,0.05,0,R,7.59,FALSE
4,12,linear,0,0.05,L,0.89224,FALSE
4,13,radial,0.15,0,L,2.2519,TRUE
4,14,linear,0.15,0,L,1.8349,TRUE
4,15,radial,0,0.1,R,4.4373,TRUE
4,16,radial,0.1,0,L,3.1397,TRUE
5,1,radial,0.2,0,L,1.1186,TRUE
5,2,linear,0.1,0,L,3.5362,TRUE
5,3,linear,0.2,0,L,3.0064,TRUE
5,4,radial,0,0.05,R,7.16,TRUE
5,5,radial,0,0.2,R,0.8343,TRUE
5,6,linear,0.05,0,L,8.0737,TRUE
5,7,linear,0,0.2,R,1.551,TRUE
5,8,radial,0,0.15,R,0.68382,TRUE
5,9,radial,0.05,0,R,6.9424,FALSE
5,10,radial,0.15,0,L,3.0191,TRUE
5,11,radial,0,0.1,L,2.1186,FALSE
5,12,radial,0.1,0,L,3.8872,TRUE
5,13,linear,0,0.15,R,1.0051,TRUE
5,14,linear,0,0.1,R,0.92553,TRUE
5,15,linear,0,0.05,L,1.3681,FALSE
5,16,linear,0.15,0,L,2.6357,TRUE
